run_id,run_at,config_name,config_description,period,timeframe,data_status,data_candles,data_period,dynamic_positions,dynamic_threshold,min_score,indicators,symbol,initial_balance,final_balance,profit_30d,profit_60d,profit_90d,total_trades,winning_trades,losing_trades,neutral_skipped,total_signals,win_rate,avg_win_pct,avg_loss_pct,total_return_pct,max_drawdown_pct,profit_factor,sharpe_approx
bt_20260303_005549_xag_v3_exp,2026-03-03T00:55:49.794120,xag_v3_exp,JSON: XAG v3 Experimental - RSI/Momentum only,recent,60m,LIMITED,7063,~1 month,True,0.2,0.2,"RSI,Momentum",BTC,10000.0,12684.0,2207.85,2684.27,2684.27,39,18,21,525,564,46.2,12.38,-5.08,26.84,7.76,2.09,4.38
